year4,sampledate,month,daynum,hour,avg_air_temp,flag_avg_air_temp,avg_rel_hum,flag_avg_rel_hum,avg_wind_speed,flag_avg_wind_speed,avg_wind_dir,flag_avg_wind_dir,avg_chlor,flag_chlor,avg_phycocyanin,flag_phycocyanin,avg_par,flag_par,avg_par_below,flag_par_below,avg_opt_wtemp,flag_avg_opt_wtemp,avg_opt_dosat_raw,flag_avg_opt_dosat_raw,avg_opt_do_raw,flag_avg_opt_do_raw
2016,"2016-07-19 00:00:00",7,201,1000,24.87,,68.24,,2.61,,175.43,,1308.23,,514.17,,1541.63,,82.89,,25.63,,128.99,,10.54,
2016,"2016-07-19 00:00:00",7,201,1100,26.22,,61.65,,2.94,,174.46,,1246.68,,502.33,,1667.35,,84.59,,25.90,,122.35,,9.94,
2016,"2016-07-19 00:00:00",7,201,1200,27.36,,57.48,,2.29,,156.41,,1215.60,,476.05,,1534.00,,74.03,,26.33,,117.84,,9.50,
2016,"2016-07-19 00:00:00",7,201,1300,27.62,,57.30,,1.73,,225.09,,1183.42,,481.29,,1407.46,,68.85,,26.77,,115.91,,9.27,
2016,"2016-07-19 00:00:00",7,201,1400,28.22,,55.39,,1.10,,210.53,,1153.43,,558.08,,1607.38,,69.46,,27.00,,115.29,,9.19,
2016,"2016-07-19 00:00:00",7,201,1500,28.26,,55.17,,1.19,,115.54,,1188.80,,455.22,,1199.09,,53.50,,27.20,,114.49,,9.09,
2016,"2016-07-19 00:00:00",7,201,1600,29.10,,55.47,,1.22,,196.84,,1173.17,,442.00,,1199.54,,50.78,,26.87,,115.68,,9.24,
2016,"2016-07-19 00:00:00",7,201,1700,28.47,,60.40,,3.14,,254.45,,1144.52,,434.81,,967.05,,38.56,,26.98,,114.61,,9.14,
2016,"2016-07-19 00:00:00",7,201,1800,28.10,,64.44,,2.91,,268.43,,1291.73,,564.25,,564.62,,21.70,,26.69,,113.54,,9.10,
2016,"2016-07-19 00:00:00",7,201,1900,27.89,,66.54,,1.58,,238.35,,1463.92,,477.15,,220.32,,8.30,,26.43,,112.52,,9.06,
2016,"2016-07-19 00:00:00",7,201,2000,26.93,,70.90,,3.44,,229.03,,1568.97,,520.77,,24.82,,1.42,,26.30,,109.93,,8.87,
2016,"2016-07-19 00:00:00",7,201,2100,26.00,,74.29,,3.26,,238.68,,1648.70,,545.07,,0.00,,0.00,,26.18,,107.36,,8.68,
2016,"2016-07-19 00:00:00",7,201,2200,25.35,,76.71,,4.17,,222.13,,1624.92,,606.63,,0.00,,0.00,,26.36,,107.34,,8.65,
2016,"2016-07-19 00:00:00",7,201,2300,24.81,,79.42,,3.94,,219.94,,1648.12,,463.23,,0.00,,0.00,,26.23,,106.58,,8.61,
2016,"2016-07-20 00:00:00",7,202,0,24.23,,82.69,,3.31,,163.86,,1735.22,,441.19,,0.00,,0.00,,26.01,,104.89,,8.51,
2016,"2016-07-20 00:00:00",7,202,100,23.78,,85.08,,3.64,,178.40,,1814.57,,459.29,,0.00,,0.00,,25.87,,106.70,,8.68,
2016,"2016-07-20 00:00:00",7,202,200,23.26,,86.35,,4.45,,193.13,,1776.65,,459.29,,0.00,,0.00,,25.80,,105.96,,8.63,
2016,"2016-07-20 00:00:00",7,202,300,22.51,,87.46,,3.59,,212.93,,1863.12,,470.71,,0.00,,0.00,,25.62,,106.12,,8.67,
2016,"2016-07-20 00:00:00",7,202,400,22.27,,85.58,,2.76,,214.79,,2225.70,,512.70,,0.00,,0.00,,25.09,,106.43,,8.78,
2016,"2016-07-20 00:00:00",7,202,500,21.94,,86.38,,2.74,,213.35,,2357.07,,517.73,,9.70,,0.74,,24.98,,105.91,,8.75,
2016,"2016-07-20 00:00:00",7,202,600,21.77,,86.71,,2.83,,214.23,,2143.15,,500.03,,75.90,,4.62,,25.17,,107.86,,8.88,
2016,"2016-07-20 00:00:00",7,202,700,22.23,,84.13,,2.46,,197.96,,2047.90,,526.55,,301.81,,16.65,,25.07,,116.98,,9.65,
2016,"2016-07-20 00:00:00",7,202,800,23.04,,81.17,,2.93,,217.91,,1858.45,,534.98,,631.44,,33.64,,25.05,,130.23,,10.75,
2016,"2016-07-20 00:00:00",7,202,900,24.11,,78.08,,4.33,,229.51,,1732.10,,526.64,,998.06,,52.95,,25.08,,125.24,,10.33,
2016,"2016-07-20 00:00:00",7,202,1000,25.31,,72.80,,4.00,,217.48,,1628.53,,501.92,,1408.51,,71.58,,25.23,,123.49,,10.16,
2016,"2016-07-20 00:00:00",7,202,1100,26.03,,71.21,,4.20,,231.31,,1707.47,,488.23,,834.31,,39.78,,25.41,,119.00,,9.76,
2016,"2016-07-20 00:00:00",7,202,1200,25.49,,75.26,,4.12,,231.55,,2005.70,,505.64,,169.98,,17.71,,25.33,,113.50,,9.32,
2016,"2016-07-20 00:00:00",7,202,1300,25.72,,73.85,,3.86,,228.88,,2000.43,,498.09,,208.22,,27.93,,25.34,,117.97,,9.69,
2016,"2016-07-20 00:00:00",7,202,1400,26.02,,73.16,,4.60,,232.51,,1918.92,,487.91,,155.97,,42.92,,25.42,,119.35,,9.79,
2016,"2016-07-20 00:00:00",7,202,1500,26.25,,71.89,,6.09,,223.04,,1777.93,,477.81,,597.30,,61.99,,25.53,,116.87,,9.56,
2016,"2016-07-20 00:00:00",7,202,1600,26.29,,72.74,,5.49,,230.21,,1891.80,,484.22,,69.77,,33.59,,25.56,,115.67,,9.46,
2016,"2016-07-20 00:00:00",7,202,1700,26.92,,70.89,,3.59,,221.37,,1906.62,,484.95,,476.73,,30.76,,25.50,,116.02,,9.50,
2016,"2016-07-20 00:00:00",7,202,1800,27.27,,72.76,,4.05,,215.15,,1967.48,,487.95,,456.54,,19.58,,25.54,,116.52,,9.53,
2016,"2016-07-20 00:00:00",7,202,1900,26.98,,74.60,,4.25,,223.70,,2179.35,,489.35,,124.23,,7.57,,25.51,,115.28,,9.44,
2016,"2016-07-20 00:00:00",7,202,2000,26.39,,77.85,,3.90,,218.32,,2494.15,,486.55,,5.81,,1.19,,25.47,,112.54,,9.22,
2016,"2016-07-20 00:00:00",7,202,2100,25.84,,79.50,,4.51,,205.62,,2444.50,,481.80,,0.00,,0.00,,25.44,,111.20,,9.12,
2016,"2016-07-20 00:00:00",7,202,2200,25.13,,82.38,,5.50,,216.96,,2428.23,,496.70,,0.00,,0.00,,25.38,,110.33,,9.05,
2016,"2016-07-20 00:00:00",7,202,2300,24.65,,86.07,,5.24,,217.91,,2391.47,,497.92,,0.00,,0.00,,25.32,,108.96,,8.95,
2016,"2016-07-21 00:00:00",7,203,0,24.44,,88.38,,4.95,,224.51,,2408.18,,498.73,,0.00,,0.00,,25.10,,108.73,,8.97,
2016,"2016-07-21 00:00:00",7,203,100,24.09,,90.70,,4.49,,221.36,,2376.18,,521.19,,0.00,,0.00,,24.85,,106.50,,8.82,
2016,"2016-07-21 00:00:00",7,203,200,23.89,,92.36,,3.48,,212.01,,2451.42,,509.19,,0.00,,0.00,,24.88,,104.73,,8.67,
2016,"2016-07-21 00:00:00",7,203,300,23.82,,93.74,,4.34,,218.38,,2257.90,,496.25,,0.00,,0.00,,25.03,,104.85,,8.66,
2016,"2016-07-21 00:00:00",7,203,400,23.99,,94.67,,4.20,,221.06,,2198.68,,486.82,,0.00,,0.00,,25.13,,104.51,,8.61,
2016,"2016-07-21 00:00:00",7,203,500,24.17,,95.06,,3.74,,223.77,,2340.12,,490.31,,5.81,,0.26,,25.17,,103.76,,8.55,
2016,"2016-07-21 00:00:00",7,203,600,24.40,,94.84,,4.99,,225.29,,2344.78,,501.57,,60.40,,3.51,,25.19,,104.29,,8.59,
2016,"2016-07-21 00:00:00",7,203,700,24.82,,94.03,,5.42,,231.74,,2080.48,,511.87,,304.74,,14.99,,25.21,,108.02,,8.89,
2016,"2016-07-21 00:00:00",7,203,800,25.62,,90.83,,4.32,,256.04,,2031.75,,512.04,,382.61,,18.25,,25.25,,108.32,,8.91,
2016,"2016-07-21 00:00:00",7,203,900,26.08,,89.46,,3.22,,235.89,,2173.72,,656.18,,348.01,,15.24,,25.29,,107.57,,8.84,
2016,"2016-07-21 00:00:00",7,203,1000,25.21,,80.76,,5.37,,124.79,,2173.85,,989.49,,361.81,,15.59,,25.30,,107.81,,8.86,
2016,"2016-07-21 00:00:00",7,203,1100,25.12,,76.50,,4.99,,151.66,,1711.02,,498.66,,1320.05,,62.19,,25.35,,113.65,,9.33,
2016,"2016-07-21 00:00:00",7,203,1200,25.75,,77.76,,6.65,,183.82,,1746.80,,507.33,,1790.00,,78.99,,25.44,,113.76,,9.33,
2016,"2016-07-21 00:00:00",7,203,1300,27.29,,77.54,,5.84,,172.61,,1746.22,,490.34,,1860.52,,76.26,,25.48,,113.98,,9.34,
2016,"2016-07-21 00:00:00",7,203,1400,29.29,,76.90,,5.53,,202.75,,1597.47,,490.21,,1744.33,,70.27,,25.81,,111.24,,9.06,
2016,"2016-07-21 00:00:00",7,203,1500,31.01,,70.00,,7.24,,232.27,,1699.50,,499.53,,1532.64,,53.51,,25.80,,111.24,,9.06,
2016,"2016-07-21 00:00:00",7,203,1600,31.42,,68.98,,6.28,,251.02,,1887.30,,528.08,,975.54,,34.79,,25.58,,111.70,,9.13,
2016,"2016-07-21 00:00:00",7,203,1700,29.61,,71.82,,4.84,,204.60,,2104.25,,581.94,,122.66,,5.50,,25.41,,107.41,,8.81,
2016,"2016-07-21 00:00:00",7,203,1800,22.79,,91.15,,9.02,,74.94,,2119.22,,557.45,,3.32,,0.00,,25.28,,104.88,,8.62,
2016,"2016-07-21 00:00:00",7,203,1900,21.84,,92.74,,7.18,,157.50,,2071.97,,556.45,,2.13,,0.00,,25.09,,99.08,,8.17,
2016,"2016-07-21 00:00:00",7,203,2000,22.35,,88.49,,9.33,,249.56,,2065.03,,529.81,,0.00,,0.00,,25.03,,97.07,,8.02,
2016,"2016-07-21 00:00:00",7,203,2100,22.11,,87.33,,3.49,,258.28,,2066.68,,530.21,,0.00,,0.00,,24.94,,94.85,,7.85,
2016,"2016-07-21 00:00:00",7,203,2200,21.91,,84.58,,2.09,,235.76,,2135.08,,552.17,,0.00,,0.00,,24.82,,92.40,,7.66,
2016,"2016-07-21 00:00:00",7,203,2300,21.49,,88.31,,3.95,,197.86,,2068.67,,591.98,,0.00,,0.00,,24.72,,89.96,,7.47,
2016,"2016-07-22 00:00:00",7,204,0,21.08,,92.23,,5.34,,210.59,,2033.05,,728.83,,0.00,,0.00,,24.65,,89.47,,7.44,
2016,"2016-07-22 00:00:00",7,204,100,21.32,,89.99,,4.09,,227.03,,1910.30,,614.50,,0.00,,0.00,,24.60,,88.96,,7.41,
2016,"2016-07-22 00:00:00",7,204,200,21.88,,87.07,,3.74,,261.40,,2019.43,,607.83,,0.00,,0.00,,24.62,,90.18,,7.50,
2016,"2016-07-22 00:00:00",7,204,300,21.84,,88.31,,4.58,,278.00,,2043.48,,616.88,,0.00,,0.00,,24.58,,89.91,,7.49,
2016,"2016-07-22 00:00:00",7,204,400,22.56,,85.13,,4.62,,299.31,,2078.30,,613.62,,0.00,,0.00,,24.63,,90.13,,7.50,
2016,"2016-07-22 00:00:00",7,204,500,22.58,,85.45,,4.55,,315.04,,2161.77,,575.40,,7.20,,0.20,,24.68,,89.89,,7.47,
2016,"2016-07-22 00:00:00",7,204,600,22.27,,86.49,,3.46,,331.99,,2174.33,,612.26,,149.29,,7.62,,24.69,,92.82,,7.71,
2016,"2016-07-22 00:00:00",7,204,700,22.52,,86.64,,2.98,,317.92,,2175.77,,593.23,,265.85,,12.95,,24.69,,95.60,,7.94,
2016,"2016-07-22 00:00:00",7,204,800,22.93,,87.14,,3.51,,318.76,,2199.85,,593.40,,372.80,,16.92,,24.72,,94.45,,7.84,
2016,"2016-07-22 00:00:00",7,204,900,23.74,,86.81,,3.97,,314.17,,2082.70,,577.46,,733.44,,30.01,,24.80,,101.19,,8.39,
2016,"2016-07-22 00:00:00",7,204,1000,24.34,,85.75,,2.71,,324.33,,2047.72,,568.81,,820.69,,33.06,,24.93,,101.96,,8.44,
2016,"2016-07-22 00:00:00",7,204,1100,25.17,,84.04,,2.06,,302.49,,1850.37,,548.19,,1117.14,,46.11,,25.15,,106.99,,8.82,
2016,"2016-07-22 00:00:00",7,204,1200,26.24,,81.62,,1.93,,322.76,,1727.22,,532.08,,1227.78,,49.01,,25.45,,109.69,,8.99,
2016,"2016-07-22 00:00:00",7,204,1300,28.20,,73.89,,0.18,,162.74,,1598.90,,515.78,,1769.93,,71.25,,25.72,,108.78,,8.87,
2016,"2016-07-22 00:00:00",7,204,1400,28.41,,75.89,,1.05,,77.55,,1537.72,,509.44,,1830.82,,72.13,,26.24,,106.27,,8.59,
2016,"2016-07-22 00:00:00",7,204,1500,28.97,,77.29,,1.57,,100.28,,1481.68,,494.03,,1506.68,,57.37,,26.98,,107.93,,8.60,
2016,"2016-07-22 00:00:00",7,204,1600,30.02,,73.39,,0.31,,66.18,,1730.33,,500.92,,866.85,,31.26,,27.00,,107.76,,8.59,
2016,"2016-07-22 00:00:00",7,204,1700,32.39,,64.64,,0.10,,120.11,,1676.80,,539.77,,673.91,,29.30,,26.98,,107.63,,8.58,
2016,"2016-07-22 00:00:00",7,204,1800,32.11,,67.87,,0.41,,139.01,,1931.18,,703.14,,439.05,,17.37,,26.99,,107.52,,8.57,
2016,"2016-07-22 00:00:00",7,204,1900,30.44,,75.24,,0.55,,167.30,,2148.35,,538.73,,179.54,,6.74,,27.06,,107.29,,8.54,
2016,"2016-07-22 00:00:00",7,204,2000,28.88,,83.48,,1.14,,276.62,,2319.42,,568.83,,16.36,,1.02,,26.91,,105.69,,8.44,
2016,"2016-07-22 00:00:00",7,204,2100,28.00,,89.44,,1.47,,284.60,,2281.35,,489.61,,0.00,,0.00,,27.36,,101.95,,8.07,
2016,"2016-07-22 00:00:00",7,204,2200,27.65,,89.32,,1.93,,286.87,,2183.90,,557.59,,0.00,,0.00,,26.93,,101.04,,8.06,
2016,"2016-07-22 00:00:00",7,204,2300,27.16,,91.49,,1.86,,304.79,,2170.47,,525.83,,0.00,,0.00,,26.72,,99.95,,8.01,
2016,"2016-07-23 00:00:00",7,205,0,26.91,,92.93,,1.55,,298.17,,2223.82,,547.13,,0.00,,0.00,,26.71,,97.32,,7.80,
2016,"2016-07-23 00:00:00",7,205,100,26.54,,94.51,,0.03,,87.56,,2192.15,,587.42,,0.00,,0.00,,26.71,,98.03,,7.85,
2016,"2016-07-23 00:00:00",7,205,200,26.27,,95.15,,0.14,,218.24,,2498.45,,528.08,,0.00,,0.00,,26.54,,98.62,,7.92,
2016,"2016-07-23 00:00:00",7,205,300,25.80,,95.23,,1.19,,262.94,,2625.42,,560.88,,0.00,,0.00,,26.41,,98.10,,7.90,
2016,"2016-07-23 00:00:00",7,205,400,25.87,,95.24,,0.64,,292.61,,2584.77,,501.25,,0.00,,0.00,,26.52,,96.46,,7.75,
2016,"2016-07-23 00:00:00",7,205,500,25.55,,94.84,,0.88,,272.30,,2404.95,,525.02,,9.36,,0.68,,26.50,,94.64,,7.61,
2016,"2016-07-23 00:00:00",7,205,600,25.58,,93.71,,0.32,,255.55,,2173.72,,510.16,,134.73,,6.89,,26.46,,101.87,,8.20,
2016,"2016-07-23 00:00:00",7,205,700,26.51,,89.19,,0.08,,100.27,,2144.98,,512.08,,333.20,,16.18,,26.52,,111.61,,8.97,
2016,"2016-07-23 00:00:00",7,205,800,26.91,,88.10,,0.68,,106.49,,1914.03,,515.42,,651.45,,29.58,,26.64,,121.80,,9.77,
2016,"2016-07-23 00:00:00",7,205,900,27.00,,89.99,,0.81,,174.90,,1807.98,,495.92,,776.15,,36.51,,26.90,,119.79,,9.56,
2016,"2016-07-23 00:00:00",7,205,1000,27.10,,91.47,,0.46,,178.02,,2326.37,,507.18,,110.66,,6.46,,27.13,,102.19,,8.12,
2016,"2016-07-23 00:00:00",7,205,1100,27.24,,91.47,,0.58,,249.16,,2482.90,,533.82,,291.99,,13.80,,26.90,,106.21,,8.48,
2016,"2016-07-23 00:00:00",7,205,1200,27.44,,89.78,,1.04,,201.16,,2803.45,,508.66,,167.81,,7.96,,27.01,,105.39,,8.40,
2016,"2016-07-23 00:00:00",7,205,1300,27.00,,94.79,,1.45,,327.26,,3396.22,,508.09,,38.71,,3.17,,26.89,,101.96,,8.14,
2016,"2016-07-23 00:00:00",7,205,1400,22.90,,97.52,,7.74,,252.02,,2640.62,,560.33,,23.36,,1.76,,25.88,,98.26,,7.99,
2016,"2016-07-23 00:00:00",7,205,1500,22.26,,95.42,,4.81,,136.84,,2321.85,,624.35,,216.60,,8.98,,25.05,,94.25,,7.78,
2016,"2016-07-23 00:00:00",7,205,1600,22.55,,91.54,,4.01,,177.94,,2385.63,,622.71,,293.34,,12.50,,25.04,,96.96,,8.01,
2016,"2016-07-23 00:00:00",7,205,1700,22.87,,90.00,,2.23,,174.60,,2776.53,,599.99,,81.49,,4.53,,25.01,,92.88,,7.67,
2016,"2016-07-23 00:00:00",7,205,1800,22.76,,92.93,,3.39,,88.16,,2848.48,,596.31,,10.43,,0.11,,25.00,,90.14,,7.45,
2016,"2016-07-23 00:00:00",7,205,1900,22.53,,95.85,,3.61,,178.40,,2678.33,,586.33,,3.09,,0.00,,24.97,,91.03,,7.53,
2016,"2016-07-23 00:00:00",7,205,2000,22.38,,95.85,,3.58,,125.30,,2616.55,,579.90,,0.96,,0.00,,24.93,,89.62,,7.42,
2016,"2016-07-23 00:00:00",7,205,2100,22.58,,95.08,,4.90,,169.16,,2419.72,,572.94,,0.00,,0.00,,24.97,,89.17,,7.37,
2016,"2016-07-23 00:00:00",7,205,2200,22.54,,94.87,,5.85,,198.37,,2137.62,,575.00,,0.00,,0.00,,24.94,,89.73,,7.42,
2016,"2016-07-23 00:00:00",7,205,2300,22.37,,94.24,,5.62,,199.28,,2175.62,,585.61,,0.00,,0.00,,24.87,,88.99,,7.37,
2016,"2016-07-24 00:00:00",7,206,0,22.55,,93.85,,6.40,,200.48,,2138.00,,578.28,,0.00,,0.00,,24.84,,88.70,,7.35,
2016,"2016-07-24 00:00:00",7,206,100,22.45,,92.85,,5.64,,208.53,,2170.53,,580.02,,0.00,,0.00,,24.83,,88.15,,7.31,
2016,"2016-07-24 00:00:00",7,206,200,22.54,,92.38,,5.11,,212.30,,2203.62,,583.93,,0.00,,0.00,,24.82,,87.54,,7.26,
2016,"2016-07-24 00:00:00",7,206,300,22.70,,92.13,,4.36,,221.72,,2165.35,,594.58,,0.00,,0.00,,24.78,,86.99,,7.22,
2016,"2016-07-24 00:00:00",7,206,400,22.80,,92.57,,4.21,,222.47,,2280.23,,593.44,,0.00,,0.00,,24.78,,86.65,,7.19,
2016,"2016-07-24 00:00:00",7,206,500,23.44,,92.80,,5.40,,229.07,,2285.65,,591.20,,4.39,,0.00,,24.87,,87.53,,7.25,
2016,"2016-07-24 00:00:00",7,206,600,23.81,,93.00,,7.14,,229.81,,2038.67,,644.39,,86.30,,4.28,,24.82,,89.37,,7.41,
2016,"2016-07-24 00:00:00",7,206,700,24.43,,92.36,,5.51,,238.88,,2029.65,,622.93,,313.09,,12.90,,24.85,,96.76,,8.02,
2016,"2016-07-24 00:00:00",7,206,800,25.23,,90.24,,2.88,,265.62,,2090.73,,620.67,,563.04,,22.16,,24.99,,107.76,,8.91,
2016,"2016-07-24 00:00:00",7,206,900,26.69,,86.44,,5.06,,245.95,,1993.33,,605.92,,1053.50,,42.00,,25.16,,118.32,,9.75,
2016,"2016-07-24 00:00:00",7,206,1000,27.86,,81.93,,4.95,,258.76,,1973.83,,589.20,,1267.02,,47.23,,25.31,,112.49,,9.24,
2016,"2016-07-24 00:00:00",7,206,1100,28.16,,81.79,,4.25,,285.91,,2115.45,,607.44,,798.64,,26.36,,25.42,,103.77,,8.51,
2016,"2016-07-24 00:00:00",7,206,1200,28.40,,82.43,,3.06,,275.85,,2216.73,,604.92,,800.53,,26.86,,25.57,,104.57,,8.55,
2016,"2016-07-24 00:00:00",7,206,1300,29.30,,79.18,,3.08,,274.45,,1771.52,,565.32,,1610.85,,50.56,,25.85,,108.66,,8.84,
2016,"2016-07-24 00:00:00",7,206,1400,28.89,,82.60,,5.17,,318.98,,1769.93,,567.91,,1544.09,,47.65,,25.95,,107.62,,8.74,
2016,"2016-07-24 00:00:00",7,206,1500,28.43,,81.60,,4.89,,309.21,,1918.53,,589.72,,1349.69,,40.25,,25.79,,106.00,,8.63,
2016,"2016-07-24 00:00:00",7,206,1600,28.73,,78.53,,3.57,,305.33,,1893.93,,615.82,,1071.17,,30.39,,25.90,,104.88,,8.53,
2016,"2016-07-24 00:00:00",7,206,1700,29.25,,75.80,,5.13,,315.50,,1992.85,,579.78,,741.03,,20.98,,25.99,,105.68,,8.58,
2016,"2016-07-24 00:00:00",7,206,1800,29.11,,71.30,,6.07,,326.71,,2255.70,,652.54,,353.47,,10.77,,25.90,,103.67,,8.43,
2016,"2016-07-24 00:00:00",7,206,1900,28.12,,64.62,,6.22,,328.83,,2315.72,,614.88,,151.12,,4.90,,25.80,,101.75,,8.29,
2016,"2016-07-24 00:00:00",7,206,2000,26.87,,69.17,,4.07,,324.47,,2441.63,,595.63,,17.73,,0.94,,25.68,,97.70,,7.97,
2016,"2016-07-24 00:00:00",7,206,2100,26.00,,73.14,,3.60,,330.13,,2545.03,,580.96,,0.00,,0.00,,25.66,,95.55,,7.80,
2016,"2016-07-24 00:00:00",7,206,2200,25.50,,73.71,,4.39,,317.91,,2423.03,,597.68,,0.00,,0.00,,25.61,,94.74,,7.74,
2016,"2016-07-24 00:00:00",7,206,2300,24.97,,75.31,,4.02,,314.52,,2369.48,,617.80,,0.00,,0.00,,25.59,,94.07,,7.69,
2016,"2016-07-25 00:00:00",7,207,0,24.34,,77.65,,4.52,,328.09,,2340.80,,611.84,,0.00,,0.00,,25.56,,93.34,,7.63,
2016,"2016-07-25 00:00:00",7,207,100,23.61,,80.16,,4.50,,332.28,,2274.67,,591.75,,0.00,,0.00,,25.53,,92.82,,7.59,
2016,"2016-07-25 00:00:00",7,207,200,23.39,,79.11,,3.28,,333.16,,2294.67,,606.51,,0.00,,0.00,,25.49,,91.71,,7.51,
2016,"2016-07-25 00:00:00",7,207,300,23.07,,80.82,,4.11,,327.46,,2299.88,,615.17,,0.00,,0.00,,25.46,,90.90,,7.45,
2016,"2016-07-25 00:00:00",7,207,400,22.67,,82.66,,4.59,,323.66,,2288.63,,604.85,,0.00,,0.00,,25.43,,90.47,,7.42,
2016,"2016-07-25 00:00:00",7,207,500,22.25,,85.13,,5.34,,312.12,,2245.32,,639.80,,9.87,,0.48,,25.40,,90.66,,7.44,
2016,"2016-07-25 00:00:00",7,207,600,21.90,,85.84,,5.12,,310.77,,2101.77,,642.48,,184.68,,7.40,,25.36,,100.75,,8.27,
2016,"2016-07-25 00:00:00",7,207,700,21.86,,85.11,,4.38,,336.74,,1982.65,,649.00,,530.42,,22.16,,25.36,,118.26,,9.71,
2016,"2016-07-25 00:00:00",7,207,800,22.51,,80.32,,3.60,,251.87,,1811.13,,645.71,,906.39,,36.20,,25.38,,124.14,,10.19,
2016,"2016-07-25 00:00:00",7,207,900,23.58,,75.48,,3.49,,230.49,,1705.58,,603.88,,1269.72,,50.76,,25.45,,123.53,,10.12,
2016,"2016-07-25 00:00:00",7,207,1000,24.69,,68.21,,4.05,,147.15,,1621.00,,584.36,,1591.22,,63.18,,25.57,,118.01,,9.65,
2016,"2016-07-25 00:00:00",7,207,1100,25.32,,64.75,,4.31,,103.19,,1581.32,,600.83,,1788.97,,65.36,,25.70,,112.95,,9.21,
2016,"2016-07-25 00:00:00",7,207,1200,25.81,,60.32,,5.46,,229.40,,1595.13,,590.16,,1974.57,,68.45,,25.79,,110.21,,8.98,
2016,"2016-07-25 00:00:00",7,207,1300,26.22,,58.83,,4.18,,220.46,,1597.95,,580.67,,1996.70,,65.27,,25.90,,109.22,,8.88,
2016,"2016-07-25 00:00:00",7,207,1400,26.65,,58.91,,3.60,,269.77,,1529.42,,582.76,,1901.01,,61.19,,26.13,,109.87,,8.89,
2016,"2016-07-25 00:00:00",7,207,1500,27.01,,58.26,,3.61,,236.27,,2073.25,,697.73,,1678.17,,46.09,,26.42,,113.45,,9.13,
2016,"2016-07-25 00:00:00",7,207,1600,27.15,,58.96,,3.01,,92.99,,3116.82,,909.59,,1268.79,,27.25,,26.61,,119.77,,9.61,
2016,"2016-07-25 00:00:00",7,207,1700,27.45,,56.48,,3.26,,188.55,,2723.87,,779.38,,579.98,,20.66,,26.58,,117.02,,9.39,
2016,"2016-07-25 00:00:00",7,207,1800,27.51,,57.96,,2.64,,40.02,,2564.80,,717.48,,351.78,,13.60,,26.48,,113.38,,9.12,
2016,"2016-07-25 00:00:00",7,207,1900,27.35,,59.75,,2.14,,325.52,,1944.60,,565.73,,209.47,,5.89,,26.42,,105.32,,8.48,
2016,"2016-07-25 00:00:00",7,207,2000,26.35,,65.88,,2.44,,345.39,,2059.22,,537.59,,16.74,,0.79,,26.34,,102.01,,8.22,
2016,"2016-07-25 00:00:00",7,207,2100,25.61,,69.39,,2.46,,330.47,,2064.52,,569.62,,0.00,,0.00,,26.27,,99.40,,8.03,
2016,"2016-07-25 00:00:00",7,207,2200,24.83,,73.18,,2.22,,316.97,,2154.00,,617.85,,0.00,,0.00,,26.22,,98.63,,7.97,
2016,"2016-07-25 00:00:00",7,207,2300,23.79,,80.06,,2.10,,155.84,,2069.78,,566.32,,0.00,,0.00,,26.18,,97.09,,7.85,
2016,"2016-07-26 00:00:00",7,208,0,23.66,,76.17,,2.38,,330.81,,2315.00,,619.28,,0.00,,0.00,,26.10,,96.87,,7.84,
2016,"2016-07-26 00:00:00",7,208,100,23.17,,77.40,,2.04,,326.47,,2312.32,,585.90,,0.00,,0.00,,26.06,,95.33,,7.72,
2016,"2016-07-26 00:00:00",7,208,200,22.76,,78.42,,2.01,,335.78,,2214.73,,592.03,,0.00,,0.00,,26.02,,92.40,,7.49,
2016,"2016-07-26 00:00:00",7,208,300,22.14,,83.14,,2.07,,321.25,,2164.58,,637.15,,0.00,,0.00,,25.98,,92.14,,7.48,
2016,"2016-07-26 00:00:00",7,208,400,21.98,,83.75,,1.73,,326.25,,2431.07,,681.05,,0.00,,0.00,,25.94,,89.99,,7.31,
2016,"2016-07-26 00:00:00",7,208,500,21.79,,83.03,,1.04,,318.12,,2652.62,,606.54,,9.39,,0.34,,25.90,,90.25,,7.33,
2016,"2016-07-26 00:00:00",7,208,600,21.82,,84.44,,1.08,,312.35,,2333.65,,627.58,,172.83,,6.26,,25.88,,102.76,,8.36,
2016,"2016-07-26 00:00:00",7,208,700,21.94,,81.75,,1.25,,302.01,,1992.77,,662.26,,500.76,,19.41,,25.89,,128.15,,10.42,
2016,"2016-07-26 00:00:00",7,208,800,22.48,,78.76,,0.62,,90.61,,1855.18,,613.72,,891.28,,34.09,,25.98,,137.09,,11.13,
2016,"2016-07-26 00:00:00",7,208,900,23.40,,76.04,,0.44,,270.20,,1898.52,,624.77,,1254.07,,48.75,,26.13,,137.00,,11.09,
2016,"2016-07-26 00:00:00",7,208,1000,24.69,,69.90,,1.17,,319.52,,1952.65,,636.31,,1566.83,,57.79,,26.30,,130.72,,10.55,
2016,"2016-07-26 00:00:00",7,208,1100,25.99,,57.72,,1.68,,342.69,,1931.00,,609.86,,1798.15,,61.78,,26.47,,127.11,,10.23,
2016,"2016-07-26 00:00:00",7,208,1200,26.57,,54.81,,1.80,,146.62,,1598.75,,592.24,,1933.57,,61.22,,26.79,,123.94,,9.91,
2016,"2016-07-26 00:00:00",7,208,1300,27.17,,51.19,,1.22,,41.18,,1504.72,,540.72,,1956.72,,57.98,,27.90,,119.55,,9.37,
